Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
Q8CPT4,['2.3.1.180'],No EC number found,False,False,No EC number found
Q9Y5B0,['3.1.3.16'],No EC number found,False,False,No EC number found
P16262,['1.9.3.1'],No EC number found,False,False,No EC number found
P49583,['2.7.7.15'],No EC number found,False,False,No EC number found
P22696,['5.2.1.8'],No EC number found,False,False,No EC number found
P77980,['4.2.3.4'],No EC number found,False,False,No EC number found
P45796,['3.2.1.55'],No EC number found,False,False,No EC number found
O33732,['1.7.99.4'],No EC number found,False,False,No EC number found
Q9KPF6,['1.8.1.4'],No EC number found,False,False,No EC number found
Q8YMC2,['6.1.1.21'],No EC number found,False,False,No EC number found
Q7V8X7,['4.2.1.10'],No EC number found,False,False,No EC number found
Q60151,['1.8.1.7'],No EC number found,False,False,No EC number found
Q8XZ91,['3.1.26.4'],No EC number found,False,False,No EC number found
Q8S9J2,['6.1.1.1'],No EC number found,False,False,No EC number found
Q9VA12,['3.4.25.1'],No EC number found,False,False,No EC number found
C5FDH0,['3.4.-.-'],No EC number found,False,False,No EC number found
Q7V3S7,['2.7.8.13'],No EC number found,False,False,No EC number found
P96379,['3.6.1.8'],No EC number found,False,False,No EC number found
P0AF62,['3.1.-.-'],No EC number found,False,False,No EC number found
P04421,['3.2.1.17'],No EC number found,False,False,No EC number found
Q16539,['2.7.11.24'],No EC number found,False,False,No EC number found
Q3ADG9,['3.1.1.61'],No EC number found,False,False,No EC number found
Q9Z5I4,['5.4.99.25'],No EC number found,False,False,No EC number found
O05616,['1.14.13.82'],No EC number found,False,False,No EC number found
F4JRJ6,['3.6.4.13'],No EC number found,False,False,No EC number found
P76257,['3.6.4.12'],No EC number found,False,False,No EC number found
B8NJZ7,['4.2.2.2'],No EC number found,False,False,No EC number found
P21558,['5.99.1.3'],No EC number found,False,False,No EC number found
Q6W2G5,['6.3.4.20'],No EC number found,False,False,No EC number found
O04274,['1.14.11.19'],No EC number found,False,False,No EC number found
Q0WUG6,['3.4.21.-'],No EC number found,False,False,No EC number found
O33925,['6.1.1.10'],No EC number found,False,False,No EC number found
Q6FFQ2,['4.2.1.40'],No EC number found,False,False,No EC number found
P37698,['3.2.1.4'],No EC number found,False,False,No EC number found
Q9ZSY9,['4.2.99.-'],No EC number found,False,False,No EC number found
P07684,['3.1.1.-'],No EC number found,False,False,No EC number found
Q8NLC4,['6.1.1.4'],No EC number found,False,False,No EC number found
A9FQM4,['1.4.4.2'],No EC number found,False,False,No EC number found
Q9RV66,['6.3.2.1'],No EC number found,False,False,No EC number found
Q75CB4,['2.3.1.225'],No EC number found,False,False,No EC number found
Q58773,['6.3.5.5'],No EC number found,False,False,No EC number found
Q3A8E9,['2.5.1.-'],No EC number found,False,False,No EC number found
B1I477,['3.6.4.12'],No EC number found,False,False,No EC number found
B5YL23,['1.6.5.11'],7.1.1.-,False,False,7
P43558,['3.4.19.12'],No EC number found,False,False,No EC number found
Q9UWY8,['4.1.1.50'],No EC number found,False,False,No EC number found
Q9UB00,['3.2.1.45'],No EC number found,False,False,No EC number found
P81334,['1.12.99.-'],No EC number found,False,False,No EC number found
Q9LQ12,['6.2.1.-'],No EC number found,False,False,No EC number found
Q7NMB5,['6.1.1.16'],No EC number found,False,False,No EC number found
Q7TSV6,['2.6.1.-'],No EC number found,False,False,No EC number found
Q9KRL4,['4.1.1.96'],No EC number found,False,False,No EC number found
C9SSK8,['3.4.24.-'],No EC number found,False,False,No EC number found
P42517,['5.4.99.5'],No EC number found,False,False,No EC number found
Q9SID2,['1.14.19.-'],No EC number found,False,False,No EC number found
P23857,['2.8.1.1'],No EC number found,False,False,No EC number found
B5Y8J7,['6.1.1.15'],No EC number found,False,False,No EC number found
Q5UPX9,['3.4.24.-'],No EC number found,False,False,No EC number found
Q8THC3,['1.1.1.25'],No EC number found,False,False,No EC number found
A7I2F2,['6.2.1.5'],No EC number found,False,False,No EC number found
P0DJL8,['5.1.1.1'],No EC number found,False,False,No EC number found
Q86ZF2,['5.2.1.8'],No EC number found,False,False,No EC number found
Q5AJX2,['1.14.19.17'],No EC number found,False,False,No EC number found
Q18143,['3.2.1.-'],No EC number found,False,False,No EC number found
Q55087,['1.3.1.83'],No EC number found,False,False,No EC number found
O42821,['2.7.1.6'],No EC number found,False,False,No EC number found
O31074,['3.1.21.4'],No EC number found,False,False,No EC number found
Q8SQI7,['6.3.4.2'],No EC number found,False,False,No EC number found
Q96HE7,['1.8.4.-'],No EC number found,False,False,No EC number found
P0AA41,['5.4.99.26'],No EC number found,False,False,No EC number found
O54949,['2.7.11.24'],No EC number found,False,False,No EC number found
Q95NM6,['3.1.30.-'],No EC number found,False,False,No EC number found
P07981,['3.2.1.4'],No EC number found,False,False,No EC number found
O53150,['2.4.1.-'],No EC number found,False,False,No EC number found
Q54944,['2.7.1.176'],No EC number found,False,False,No EC number found
P42956,['2.7.1.197'],No EC number found,False,False,No EC number found
Q2UTX5,['3.2.1.21'],No EC number found,False,False,No EC number found
P60315,['2.7.7.6'],No EC number found,False,False,No EC number found
Q8BVH9,['2.1.1.-'],No EC number found,False,False,No EC number found
Q8L7D2,['3.4.21.-'],No EC number found,False,False,No EC number found
Q46E78,['5.4.99.58'],No EC number found,False,False,No EC number found
Q8GWA1,['1.6.5.9'],No EC number found,False,False,No EC number found
P19124,['1.6.5.-'],No EC number found,False,False,No EC number found
P36196,['3.1.1.7'],No EC number found,False,False,No EC number found
Q3Z9F0,['2.1.1.182'],No EC number found,False,False,No EC number found
Q9XAR5,['1.6.5.11'],No EC number found,False,False,No EC number found
Q9SIF3,['3.1.1.-'],No EC number found,False,False,No EC number found
P0CM53,['2.1.-.-'],No EC number found,False,False,No EC number found
Q42547,['1.11.1.6'],No EC number found,False,False,No EC number found
O25773,['1.5.1.2'],No EC number found,False,False,No EC number found
Q22267,['2.3.1.51'],No EC number found,False,False,No EC number found
Q8TQX8,['2.4.2.44'],No EC number found,False,False,No EC number found
O14880,['2.5.1.18'],No EC number found,False,False,No EC number found
P0A992,['4.1.2.13'],No EC number found,False,False,No EC number found
P51995,['1.6.1.2'],No EC number found,False,False,No EC number found
A9KE95,['4.2.1.20'],No EC number found,False,False,No EC number found
O02058,['4.2.3.12'],No EC number found,False,False,No EC number found
C5C8I6,['3.5.2.7'],No EC number found,False,False,No EC number found
Q2Y6K2,['4.3.2.1'],No EC number found,False,False,No EC number found
O67891,['6.3.2.1'],No EC number found,False,False,No EC number found
O34162,['1.3.98.3'],No EC number found,False,False,No EC number found
P43875,['4.2.3.5'],No EC number found,False,False,No EC number found
Q9HZ59,['3.5.3.8'],No EC number found,False,False,No EC number found
C0R0Y0,['2.1.1.-'],2.1.1.-,True,True,2
A8J0J0,['2.3.1.51'],No EC number found,False,False,No EC number found
A3A8Q4,['3.1.3.16'],No EC number found,False,False,No EC number found
P56584,['1.14.13.196'],No EC number found,False,False,No EC number found
P46555,['5.1.3.17'],No EC number found,False,False,No EC number found
Q8DGQ8,['2.7.7.6'],No EC number found,False,False,No EC number found
Q9X1B3,['2.7.7.60'],2.7.7.60,True,True,2
Q81MN9,['2.7.4.1'],No EC number found,False,False,No EC number found
Q9HYQ8,['5.1.3.20'],No EC number found,False,False,No EC number found
O42866,['1.1.1.100'],No EC number found,False,False,No EC number found
A7I6S5,['5.3.1.6'],No EC number found,False,False,No EC number found
Q47417,['5.4.99.26'],No EC number found,False,False,No EC number found
Q165P6,['2.7.7.60'],No EC number found,False,False,No EC number found
B2HP18,['3.4.19.3'],No EC number found,False,False,No EC number found
Q84P23,['6.2.1.-'],No EC number found,False,False,No EC number found
P11349,['1.7.99.4'],No EC number found,False,False,No EC number found
Q5ZVY5,['5.3.1.24'],No EC number found,False,False,No EC number found
O79556,['1.6.5.3'],No EC number found,False,False,No EC number found
N1NVB7,['4.6.1.2'],No EC number found,False,False,No EC number found
P58704,['4.2.1.104'],No EC number found,False,False,No EC number found
Q9VAQ1,['3.5.1.-'],No EC number found,False,False,No EC number found
A6UPK5,['2.5.1.19'],No EC number found,False,False,No EC number found
P0DJL8,['5.1.1.1'],No EC number found,False,False,No EC number found
D3JV03,['1.3.8.12'],No EC number found,False,False,No EC number found
Q9XI77,['2.4.1.-'],No EC number found,False,False,No EC number found
B3QWR1,['2.5.1.78'],No EC number found,False,False,No EC number found
Q97GL0,['6.1.1.20'],No EC number found,False,False,No EC number found
Q13418,['2.7.11.1'],No EC number found,False,False,No EC number found
F1SVE0,['1.12.98.3'],No EC number found,False,False,No EC number found
Q3AB53,['4.1.1.50'],No EC number found,False,False,No EC number found
Q8FSB3,['2.1.1.163'],No EC number found,False,False,No EC number found
O13685,['2.3.2.23'],No EC number found,False,False,No EC number found
A0RWD6,['6.5.1.1'],No EC number found,False,False,No EC number found
Q8JN66,['3.4.22.39'],No EC number found,False,False,No EC number found
Q6Q878,['1.-.-.-'],1.-.-.-,True,True,1
A6VPG3,['3.5.4.25'],No EC number found,False,False,No EC number found
Q9NQ86,['2.3.2.27'],No EC number found,False,False,No EC number found
P14904,['3.4.11.22'],No EC number found,False,False,No EC number found
P50058,['1.15.1.1'],No EC number found,False,False,No EC number found
P04382,['1.5.1.3'],No EC number found,False,False,No EC number found
A8ZTL5,['2.7.4.3'],No EC number found,False,False,No EC number found
Q12797,['1.14.11.16'],No EC number found,False,False,No EC number found
B8I944,['5.1.3.30'],No EC number found,False,False,No EC number found
P09773,['4.3.1.12'],No EC number found,False,False,No EC number found
Q9WYR4,['4.2.2.22'],3.1.1.11,False,False,3
P24367,['5.2.1.8'],No EC number found,False,False,No EC number found
Q8K4T1,['2.4.99.-'],No EC number found,False,False,No EC number found
Q87YF8,['1.3.1.98'],No EC number found,False,False,No EC number found
B9M5V4,['6.1.1.14'],No EC number found,False,False,No EC number found
B1I067,['1.18.1.2'],No EC number found,False,False,No EC number found
Q9JTL9,['1.8.1.8'],No EC number found,False,False,No EC number found
Q2A406,['4.99.1.1'],No EC number found,False,False,No EC number found
P11993,['1.6.5.3'],No EC number found,False,False,No EC number found
P46508,['3.4.24.-'],No EC number found,False,False,No EC number found
Q8YU96,['5.1.1.1'],No EC number found,False,False,No EC number found
Q8DGM2,['5.1.1.7'],No EC number found,False,False,No EC number found
P96192,['1.3.1.-'],No EC number found,False,False,No EC number found
Q142H3,['1.6.5.11'],No EC number found,False,False,No EC number found
Q2UPI1,['3.4.16.6'],No EC number found,False,False,No EC number found
O26803,['6.3.5.-'],No EC number found,False,False,No EC number found
Q2SQ75,['4.1.1.98'],No EC number found,False,False,No EC number found
P67243,['3.1.-.-'],No EC number found,False,False,No EC number found
Q1AWE1,['3.6.4.12'],No EC number found,False,False,No EC number found
P55354,['4.2.1.47'],No EC number found,False,False,No EC number found
Q31H84,['3.6.4.12'],No EC number found,False,False,No EC number found
O24174,['1.2.1.8'],No EC number found,False,False,No EC number found
Q8ZZU1,['3.1.-.-'],3.1.-.-,True,True,3
Q1LTJ8,['5.2.1.8'],No EC number found,False,False,No EC number found
Q6A5D0,['5.3.1.12'],No EC number found,False,False,No EC number found
Q9LSQ4,['6.3.2.-'],No EC number found,False,False,No EC number found
P00393,['1.6.99.3'],No EC number found,False,False,No EC number found
Q5JHT4,['2.7.7.2'],No EC number found,False,False,No EC number found
B1ZZZ4,['3.4.21.88'],No EC number found,False,False,No EC number found
Q20772,['1.3.8.6'],No EC number found,False,False,No EC number found
Q9U280,['3.6.3.1'],No EC number found,False,False,No EC number found
Q6FS81,['5.4.99.43'],5.4.99.43,True,True,5
A0R1V9,['1.11.1.15'],No EC number found,False,False,No EC number found
Q9KKL3,['2.1.1.80'],No EC number found,False,False,No EC number found
P32069,['4.1.3.27'],No EC number found,False,False,No EC number found
Q5LX21,['3.6.3.20'],No EC number found,False,False,No EC number found
Q02DD9,['3.1.26.5'],No EC number found,False,False,No EC number found
Q6AJ52,['6.3.2.9'],No EC number found,False,False,No EC number found
B2JDL5,['1.6.5.11'],No EC number found,False,False,No EC number found
P04956,['3.2.1.4'],No EC number found,False,False,No EC number found
B5EBP9,['6.3.2.9'],No EC number found,False,False,No EC number found
Q9RQF8,['2.4.2.7'],No EC number found,False,False,No EC number found
Q9BX95,['3.1.3.-'],No EC number found,False,False,No EC number found
O67730,['2.5.1.72'],No EC number found,False,False,No EC number found
Q9HX97,['2.8.1.12'],No EC number found,False,False,No EC number found
P31867,['1.1.1.307'],No EC number found,False,False,No EC number found
P38319,['3.1.4.-'],No EC number found,False,False,No EC number found
Q753D9,['2.7.11.1'],2.7.11.1,True,True,2
B8D1D7,['2.1.2.10'],No EC number found,False,False,No EC number found
Q4L574,['6.3.4.18'],No EC number found,False,False,No EC number found
Q8THC3,['1.1.1.25'],No EC number found,False,False,No EC number found
P32960,['5.1.1.-'],No EC number found,False,False,No EC number found
P13284,['1.8.-.-'],No EC number found,False,False,No EC number found
Q9Y6Z9,['1.1.1.289'],No EC number found,False,False,No EC number found
Q04TR5,['5.2.1.8'],5.2.1.8,True,True,5
Q74ED9,['2.4.1.21'],No EC number found,False,False,No EC number found
P74045,['2.7.1.33'],No EC number found,False,False,No EC number found
Q12358,['1.14.11.-'],No EC number found,False,False,No EC number found
Q9HZ17,['1.7.-.-'],No EC number found,False,False,No EC number found
Q8PPW9,['2.7.7.66'],No EC number found,False,False,No EC number found
Q5V464,['4.2.1.148'],No EC number found,False,False,No EC number found
P27172,['2.7.7.7'],No EC number found,False,False,No EC number found
Q9ER41,['3.6.4.-'],No EC number found,False,False,No EC number found
Q9JLC3,['1.8.4.-'],No EC number found,False,False,No EC number found
Q8NTR6,['6.1.1.-'],No EC number found,False,False,No EC number found
O60704,['2.8.2.20'],No EC number found,False,False,No EC number found
Q96Q40,['2.7.11.22'],No EC number found,False,False,No EC number found
Q01172,['4.2.2.10'],No EC number found,False,False,No EC number found
O26784,['3.1.26.5'],No EC number found,False,False,No EC number found
O67321,['6.3.4.4'],No EC number found,False,False,No EC number found
P13063,['1.12.99.6'],No EC number found,False,False,No EC number found
Q2SL27,['2.1.1.190'],No EC number found,False,False,No EC number found
B1VNF2,['5.4.99.62'],No EC number found,False,False,No EC number found
A1TG34,['4.1.1.11'],No EC number found,False,False,No EC number found
Q9HKM6,['5.4.3.8'],No EC number found,False,False,No EC number found
Q2T1H1,['1.1.1.94'],No EC number found,False,False,No EC number found
P52283,['3.1.21.4'],No EC number found,False,False,No EC number found
B9LZU2,['2.4.2.21'],No EC number found,False,False,No EC number found
